1,0,209.8011245727539,187.28564453125
1,1,209.65604978358488,191.855805086152
1,2,209.2214095810505,196.40756321750908
1,3,208.49895410784285,200.92259060184097
1,4,207.49159243716636,205.38270681742173
1,5,206.20338085892683,209.76995255042144
1,6,204.6395065464836,214.06666191072435
1,7,202.80626666973316,218.25553356623334
1,8,200.71104303862862,222.31970040922778
1,9,198.36227237923626,226.24279747425334
1,10,195.76941236201753,230.0090278340618
1,11,192.94290351912798,233.60322620826176
1,12,189.8941272040792,237.01092002855023
1,13,186.63535976304536,240.21838771463723
1,14,183.17972310234978,243.21271392620656
1,15,179.54113185117967,245.98184156843308
1,16,175.73423733228543,248.51462034164786
1,17,171.7743685662749,250.80085163965964
1,18,167.67747054705777,252.83132961594242
1,19,163.46004003698286,254.59787825233028
1,20,159.13905914019838,256.0933842809568
1,21,154.73192692171244,257.3118258268742
1,22,150.256389347499,258.2482966560185
1,23,145.73046782775634,258.89902593088226
1,24,141.1723866510486,259.26139339434644
1,25,136.60049960152816,259.33393992053095
1,26,132.03321605472428,259.1163733901797
1,27,127.4889268494857,258.6095698669218
1,28,122.98593023456336,257.8155700696721
1,29,118.54235818802097,256.7375711553769
1,30,114.17610340615889,255.37991384519108
1,31,109.90474725594125,253.74806494592607
1,32,105.74548898103643,251.8485953371483
1,33,101.71507644653319,249.68915351256635
1,34,97.829738701199,247.2784347822463
1,35,94.10512062882856,244.626146259667
1,36,90.55621995181858,241.74296777460012
1,37,87.19732684063297,238.64050886920518
1,38,84.04196637233011,235.33126205050064
1,39,81.102844069851,231.8285524874474
1,40,78.39179474136287,228.1464843551964
1,41,75.91973482566354,224.29988404255315
1,42,73.69661843553543,220.30424045134308
1,43,71.73139727604645,216.17564262807045
1,44,70.03198459919334,211.93071497900678
1,45,68.60522334002866,207.58655032957398
1,46,67.45685856257657,203.1606410975696
1,47,66.59151432648768,198.6708088573737
1,48,66.01267506758286,194.1351325787593
1,49,65.72267156726002,189.57187582926178
1,50,65.72267156726002,184.99941323323822
1,51,66.01267506758286,180.43615648374066
1,52,66.59151432648768,175.90048020512629
1,53,67.45685856257657,171.41064796493043
1,54,68.60522334002866,166.98473873292602
1,55,70.03198459919334,162.64057408349325
1,56,71.73139727604645,158.39564643442955
1,57,73.69661843553541,154.26704861115695
1,58,75.91973482566355,150.27140501994685
1,59,78.39179474136287,146.42480470730362
1,60,81.10284406985102,142.74273657505256
1,61,84.0419663723301,139.24002701199936
1,62,87.19732684063297,135.93078019329482
1,63,90.55621995181856,132.82832128789988
1,64,94.10512062882857,129.945142802833
1,65,97.829738701199,127.29285428025369
1,66,101.71507644653323,124.88213554993362
1,67,105.74548898103644,122.72269372535169
1,68,109.90474725594125,120.82322411657393
1,69,114.17610340615887,119.19137521730893
1,70,118.542358188021,117.8337179071231
1,71,122.98593023456337,116.75571899282791
1,72,127.4889268494857,115.96171919557823
1,73,132.03321605472425,115.45491567232027
1,74,136.60049960152818,115.23734914196906
1,75,141.17238665104864,115.30989566815359
1,76,145.7304678277563,115.67226313161774
1,77,150.25638934749898,116.32299240648146
1,78,154.73192692171247,117.25946323562577
1,79,159.13905914019838,118.4779047815432
1,80,163.46004003698283,119.97341081016972
1,81,167.6774705470578,121.73995944655758
1,82,171.7743685662749,123.77043742284036
1,83,175.73423733228543,126.05666872085214
1,84,179.54113185117967,128.58944749406692
1,85,183.1797231023498,131.35857513629344
1,86,186.63535976304536,134.35290134786277
1,87,189.8941272040792,137.56036903394977
1,88,192.94290351912795,140.9680628542382
1,89,195.76941236201753,144.56226122843822
1,90,198.36227237923626,148.32849158824666
1,91,200.71104303862862,152.2515886532722
1,92,202.80626666973316,156.31575549626666
1,93,204.63950654648363,160.50462715177568
1,94,206.20338085892683,164.80133651207856
1,95,207.49159243716636,169.18858224507827
1,96,208.49895410784285,173.64869846065906
1,97,209.2214095810505,178.16372584499092
1,98,209.65604978358488,182.715483976348
1,99,209.8011245727539,187.28564453124997
1,100,209.8011245727539,187.28564453125
2,0,140,11
2,1,190,40
2,2,228,1
2,3,214,52
2,4,262,72
2,5,209,82
2,6,205,139
2,7,180,87
2,8,127,99
2,9,166,59
2,10,140,11
3,0,0,0
3,1,111,0
3,2,111,122
3,3,0,122
3,4,0,0
